Time,Trend Pressure
576.0,2505.9818865635925
576.4848484848485,2505.3750142693784
576.969696969697,2504.7681419751643
577.4545454545455,2504.1612696809507
577.939393939394,2503.5543973867366
578.4242424242424,2502.9475250925225
578.9090909090909,2502.340652798309
579.3939393939394,2501.7337805040947
579.8787878787879,2501.1269082098806
580.3636363636364,2500.5200359156665
580.8484848484849,2499.9131636214524
581.3333333333334,2499.306291327239
581.8181818181819,2498.6994190330247
582.3030303030303,2498.0925467388106
582.7878787878788,2497.4856744445965
583.2727272727273,2496.878802150383
583.7575757575758,2496.2719298561688
584.2424242424242,2495.6650575619547
584.7272727272727,2495.0581852677406
585.2121212121212,2494.4513129735265
585.6969696969697,2493.844440679313
586.1818181818181,2493.2375683850987
586.6666666666666,2492.6306960908846
587.1515151515151,2492.0238237966705
587.6363636363636,2491.416951502457
588.1212121212121,2490.8100792082428
588.6060606060606,2490.2032069140287
589.0909090909091,2489.5963346198146
589.5757575757576,2488.9894623256005
590.060606060606,2488.382590031387
590.5454545454545,2487.7757177371727
591.030303030303,2487.1688454429586
591.5151515151515,2486.561973148745
592.0,2485.955100854531
592.4848484848485,2485.348228560317
592.969696969697,2484.7413562661027
593.4545454545455,2484.1344839718886
593.939393939394,2483.5276116776745
594.4242424242424,2482.920739383461
594.9090909090909,2482.3138670892467
595.3939393939394,2481.7069947950326
595.8787878787879,2481.100122500819
596.3636363636364,2480.493250206605
596.8484848484849,2479.886377912391
597.3333333333334,2479.2795056181767
597.8181818181819,2478.6726333239626
598.3030303030303,2478.065761029749
598.7878787878788,2477.458888735535
599.2727272727273,2476.8520164413208
599.7575757575758,2476.2451441471067
600.2424242424242,2475.638271852893
600.7272727272727,2475.031399558679
601.2121212121212,2474.424527264465
601.6969696969697,2473.8176549702507
602.1818181818181,2473.210782676037
602.6666666666666,2472.603910381823
603.1515151515151,2471.997038087609
603.6363636363636,2471.3901657933948
604.1212121212121,2470.7832934991807
604.6060606060606,2470.176421204967
605.0909090909091,2469.569548910753
605.5757575757576,2468.962676616539
606.060606060606,2468.355804322325
606.5454545454545,2467.748932028111
607.030303030303,2467.142059733897
607.5151515151515,2466.535187439683
608.0,2465.928315145469
608.4848484848485,2465.3214428512547
608.969696969697,2464.714570557041
609.4545454545455,2464.107698262827
609.939393939394,2463.500825968613
610.4242424242424,2462.893953674399
610.9090909090909,2462.287081380185
611.3939393939394,2461.680209085971
611.8787878787879,2461.073336791757
612.3636363636364,2460.466464497543
612.8484848484849,2459.859592203329
613.3333333333334,2459.252719909115
613.8181818181819,2458.645847614901
614.3030303030303,2458.038975320687
614.7878787878788,2457.432103026473
615.2727272727273,2456.825230732259
615.7575757575758,2456.218358438045
616.2424242424242,2455.611486143831
616.7272727272727,2455.004613849617
617.2121212121212,2454.397741555403
617.6969696969697,2453.790869261189
618.1818181818181,2453.183996966975
618.6666666666666,2452.577124672761
619.1515151515151,2451.9702523785472
619.6363636363636,2451.363380084333
620.1212121212121,2450.756507790119
620.6060606060606,2450.149635495905
621.0909090909091,2449.542763201691
621.5757575757576,2448.935890907477
622.060606060606,2448.329018613263
622.5454545454545,2447.722146319049
623.030303030303,2447.1152740248353
623.5151515151515,2446.5084017306212
624.0,2445.901529436407
