Time,Trend Pressure
556.0,1876.821156
556.9494949494949,1874.9221661010101
557.89898989899,1873.02317620202
558.8484848484849,1871.1241863030302
559.7979797979798,1869.2251964040404
560.7474747474747,1867.3262065050505
561.6969696969697,1865.4272166060605
562.6464646464647,1863.5282267070706
563.5959595959596,1861.6292368080808
564.5454545454545,1859.730246909091
565.4949494949495,1857.831257010101
566.4444444444445,1855.932267111111
567.3939393939394,1854.0332772121212
568.3434343434343,1852.1342873131314
569.2929292929293,1850.2352974141413
570.2424242424242,1848.3363075151515
571.1919191919192,1846.4373176161616
572.1414141414141,1844.5383277171718
573.0909090909091,1842.6393378181817
574.040404040404,1840.740347919192
574.989898989899,1838.841358020202
575.939393939394,1836.942368121212
576.8888888888889,1835.0433782222221
577.8383838383838,1833.1443883232323
578.7878787878788,1831.2453984242425
579.7373737373738,1829.3464085252524
580.6868686868687,1827.4474186262626
581.6363636363636,1825.5484287272727
582.5858585858585,1823.6494388282829
583.5353535353536,1821.7504489292928
584.4848484848485,1819.851459030303
585.4343434343434,1817.9524691313131
586.3838383838383,1816.0534792323233
587.3333333333334,1814.1544893333332
588.2828282828283,1812.2554994343434
589.2323232323232,1810.3565095353536
590.1818181818181,1808.4575196363637
591.1313131313132,1806.5585297373736
592.0808080808081,1804.6595398383838
593.030303030303,1802.760549939394
593.9797979797979,1800.8615600404041
594.929292929293,1798.962570141414
595.8787878787879,1797.0635802424242
596.8282828282828,1795.1645903434344
597.7777777777778,1793.2656004444443
598.7272727272727,1791.3666105454545
599.6767676767677,1789.4676206464646
600.6262626262626,1787.5686307474748
601.5757575757576,1785.6696408484847
602.5252525252525,1783.770650949495
603.4747474747475,1781.871661050505
604.4242424242424,1779.9726711515152
605.3737373737374,1778.0736812525251
606.3232323232323,1776.1746913535353
607.2727272727273,1774.2757014545455
608.2222222222222,1772.3767115555556
609.1717171717172,1770.4777216565656
610.1212121212121,1768.5787317575757
611.070707070707,1766.6797418585859
612.0202020202021,1764.7807519595958
612.969696969697,1762.881762060606
613.9191919191919,1760.9827721616161
614.8686868686868,1759.0837822626263
615.8181818181819,1757.1847923636362
616.7676767676768,1755.2858024646464
617.7171717171717,1753.3868125656566
618.6666666666666,1751.4878226666667
619.6161616161617,1749.5888327676766
620.5656565656566,1747.6898428686868
621.5151515151515,1745.790852969697
622.4646464646464,1743.8918630707071
623.4141414141415,1741.992873171717
624.3636363636364,1740.0938832727272
625.3131313131313,1738.1948933737374
626.2626262626263,1736.2959034747473
627.2121212121212,1734.3969135757575
628.1616161616162,1732.4979236767676
629.1111111111111,1730.5989337777778
630.060606060606,1728.699943878788
631.010101010101,1726.800953979798
631.959595959596,1724.901964080808
632.9090909090909,1723.0029741818182
633.8585858585859,1721.1039842828282
634.8080808080808,1719.2049943838383
635.7575757575758,1717.3060044848485
636.7070707070707,1715.4070145858586
637.6565656565657,1713.5080246868686
638.6060606060606,1711.6090347878787
639.5555555555555,1709.710044888889
640.5050505050505,1707.811054989899
641.4545454545455,1705.912065090909
642.4040404040404,1704.0130751919191
643.3535353535353,1702.1140852929293
644.3030303030303,1700.2150953939395
645.2525252525253,1698.3161054949494
646.2020202020202,1696.4171155959596
647.1515151515151,1694.5181256969697
648.1010101010102,1692.6191357979797
649.0505050505051,1690.7201458989898
650.0,1688.821156
